6.649187613954185005e-01,1.124787082780712932e+00,1.113873116336524083e+00,1.076478343028889784e+00,1.091192008757202903e+00,1.062967793107661985e+00
2.670889122290514561e-01,8.463147556131204174e-01,1.093211266433577133e+00,1.084659368285522341e+00,1.074931571726081669e+00,1.070598510079784349e+00
1.305663212557741648e-01,4.934712637070025054e-01,9.046148938540218287e-01,1.052825485552396856e+00,1.081722015423130179e+00,1.061078556129893880e+00
7.817692123553535155e-02,2.936978283727013639e-01,6.432970673840291420e-01,9.335085017395450269e-01,1.036059695745929154e+00,1.049901871870717152e+00
